datetime,type,preco_entrada,preco_saida,pnl,saldo,motivo,drawdown,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
23,entry,97737.48,,,10028.005555175394,open_short,0,4.9528875,4.9595413,0.15970425,-0.050103392,0.16085595,0.3749785,4.8706226,5.03314,0.57631063,0.1653011,0.42181128,-0.6003759,4.954152584075928,4.959193229675293,0.12969809770584106,-0.012425437569618225,0.1377432495355606,0.3971107304096222,4.871048927307129,5.035272598266602,0.31026238203048706,-0.11755220592021942,0.08561918884515762,-0.7184401750564575,4.955986022949219,4.959939479827881,0.13921014964580536,0.01973625458776951,0.11661501228809357,0.3625805079936981,4.872103214263916,5.0379109382629395,0.4373909831047058,0.20950676500797272,0.09360849857330322,-0.6531934142112732,4.957147121429443,4.960187911987305,0.13161225616931915,0.04385263845324516,0.10381539165973663,0.3043678402900696,4.872791767120361,5.039560317993164,0.2751937508583069,0.08516456931829453,0.06445552408695221,-0.7304779291152954,4.958889007568359,4.962112903594971,0.18057270348072052,0.0735396295785904,0.12394918501377106,0.33458226919174194,4.875214099884033,5.040596008300781,0.4028720259666443,0.6184641718864441,0.3322119414806366,-0.6639971733093262,4.962677001953125,4.963796615600586,0.21713028848171234,0.10505007952451706,-0.04186069965362549,0.18829186260700226,4.873077869415283,5.050515651702881,1.078304648399353,0.5854310393333435,0.4689699411392212,-0.4278980791568756,4.96671199798584,4.966188430786133,0.27396586537361145,0.14232414960861206,-0.23486946523189545,0.14116351306438446,4.8702239990234375,5.06168270111084,1.1232832670211792,0.7510929703712463,0.7112289667129517,-0.3996345102787018,4.968076229095459,4.966418743133545,0.25404295325279236,0.16791392862796783,-0.2979178726673126,0.08070195466279984,4.86933708190918,5.065377235412598,0.3925244212150574,-0.3899310231208801,0.34438347816467285,-0.7072520852088928,4.967533111572266,4.96250581741333,0.09897931665182114,0.15546709299087524,-0.22689135372638702,0.17594482004642487,4.871312618255615,5.062226295471191,-0.15958647429943085,-1.7019903659820557,-0.4877607226371765,-0.8013401627540588,4.964756011962891,4.957007884979248,-0.09370618313550949,0.10460414737462997,0.04863019660115242,0.1345769613981247,4.878316402435303,5.049320220947266,-0.727960467338562,-1.9830917119979858,-1.482433557510376,-0.5457684993743896
24,exit,97737.48,"timestamp      2025-01-05 11:00:00
open                      97737.48
high                      97822.16
low                       97615.13
close                     97641.63
volume                   186.71771
symbol                     BTCUSDT
sma_14                    4.956207
ema_14                    4.948753
macd                     -0.340488
macd_signal              -0.041686
std_14                    0.218728
atr_14                   -0.067564
bb_upper                  4.875927
bb_lower                    5.0344
rsi_14                   -1.290985
stoch_k                   -1.85347
stoch_d                  -1.966478
roc_14                   -0.418825
Name: 23, dtype: object",0.1966831459358218,10028.20223832133,close_short_manual,0,4.9541526,4.959193,0.1296981,-0.012425438,0.13774325,0.39711073,4.871049,5.0352726,0.31026238,-0.117552206,0.08561919,-0.7184402,4.955986022949219,4.959939479827881,0.13921014964580536,0.01973625458776951,0.11661501228809357,0.3625805079936981,4.872103214263916,5.0379109382629395,0.4373909831047058,0.20950676500797272,0.09360849857330322,-0.6531934142112732,4.957147121429443,4.960187911987305,0.13161225616931915,0.04385263845324516,0.10381539165973663,0.3043678402900696,4.872791767120361,5.039560317993164,0.2751937508583069,0.08516456931829453,0.06445552408695221,-0.7304779291152954,4.958889007568359,4.962112903594971,0.18057270348072052,0.0735396295785904,0.12394918501377106,0.33458226919174194,4.875214099884033,5.040596008300781,0.4028720259666443,0.6184641718864441,0.3322119414806366,-0.6639971733093262,4.962677001953125,4.963796615600586,0.21713028848171234,0.10505007952451706,-0.04186069965362549,0.18829186260700226,4.873077869415283,5.050515651702881,1.078304648399353,0.5854310393333435,0.4689699411392212,-0.4278980791568756,4.96671199798584,4.966188430786133,0.27396586537361145,0.14232414960861206,-0.23486946523189545,0.14116351306438446,4.8702239990234375,5.06168270111084,1.1232832670211792,0.7510929703712463,0.7112289667129517,-0.3996345102787018,4.968076229095459,4.966418743133545,0.25404295325279236,0.16791392862796783,-0.2979178726673126,0.08070195466279984,4.86933708190918,5.065377235412598,0.3925244212150574,-0.3899310231208801,0.34438347816467285,-0.7072520852088928,4.967533111572266,4.96250581741333,0.09897931665182114,0.15546709299087524,-0.22689135372638702,0.17594482004642487,4.871312618255615,5.062226295471191,-0.15958647429943085,-1.7019903659820557,-0.4877607226371765,-0.8013401627540588,4.964756011962891,4.957007884979248,-0.09370618313550949,0.10460414737462997,0.04863019660115242,0.1345769613981247,4.878316402435303,5.049320220947266,-0.727960467338562,-1.9830917119979858,-1.482433557510376,-0.5457684993743896,4.960101127624512,4.953103542327881,-0.21534505486488342,0.03809090703725815,0.09034479409456253,0.015185866504907608,4.875217437744141,5.043058395385742,-1.4251052141189575,-1.5690052509307861,-1.9113706350326538,-0.3332515060901642
24,exit,97737.48,"timestamp      2025-01-05 11:00:00
open                      97737.48
high                      97822.16
low                       97615.13
close                     97641.63
volume                   186.71771
symbol                     BTCUSDT
sma_14                    4.956207
ema_14                    4.948753
macd                     -0.340488
macd_signal              -0.041686
std_14                    0.218728
atr_14                   -0.067564
bb_upper                  4.875927
bb_lower                    5.0344
rsi_14                   -1.290985
stoch_k                   -1.85347
stoch_d                  -1.966478
roc_14                   -0.418825
Name: 23, dtype: object",0.0,10028.20223832133,close_short_manual,0,4.960101,4.9531035,-0.21534505,0.038090907,0.090344794,0.0151858665,4.8752174,5.0430584,-1.4251052,-1.5690053,-1.9113706,-0.3332515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,entry,97731.08,,,10048.254605842969,open_short,0,4.968076,4.9664187,0.25404295,0.16791393,-0.29791787,0.080701955,4.869337,5.065377,0.39252442,-0.38993102,0.34438348,-0.7072521,4.967533111572266,4.96250581741333,0.09897931665182114,0.15546709299087524,-0.22689135372638702,0.17594482004642487,4.871312618255615,5.062226295471191,-0.15958647429943085,-1.7019903659820557,-0.4877607226371765,-0.8013401627540588,4.964756011962891,4.957007884979248,-0.09370618313550949,0.10460414737462997,0.04863019660115242,0.1345769613981247,4.878316402435303,5.049320220947266,-0.727960467338562,-1.9830917119979858,-1.482433557510376,-0.5457684993743896,4.960101127624512,4.953103542327881,-0.21534505486488342,0.03809090703725815,0.09034479409456253,0.015185866504907608,4.875217437744141,5.043058395385742,-1.4251052141189575,-1.5690052509307861,-1.9113706350326538,-0.3332515060901642,4.956206798553467,4.948752403259277,-0.3404875695705414,-0.041686367243528366,0.21872758865356445,-0.06756440550088882,4.875926971435547,5.034399509429932,-1.2909846305847168,-1.8534702062606812,-1.966477632522583,-0.4188251197338104,4.952709674835205,4.946276664733887,-0.3919871747493744,-0.11644110828638077,0.223223477602005,-0.006182188633829355,4.872650623321533,5.030677318572998,-1.115034580230713,-1.1950470209121704,-1.6797937154769897,-0.4644407629966736,4.949843406677246,4.943323612213135,-0.4548822045326233,-0.1895969659090042,0.28389641642570496,0.0166851244866848,4.871978282928467,5.025541305541992,-0.9796128869056702,-1.5287541151046753,-1.665150761604309,-0.535759687423706,4.947906970977783,4.942429542541504,-0.4440329670906067,-0.24581845104694366,0.2806222438812256,0.18148697912693024,4.869960784912109,5.023691177368164,-0.6132790446281433,-0.18761782348155975,-1.0591280460357666,-0.6421416997909546,4.947396278381348,4.943408966064453,-0.37258192896842957,-0.2756271958351135,0.2737269401550293,0.2932908236980438,4.869215488433838,5.023423671722412,-0.17055973410606384,0.3673488199710846,-0.4907418489456177,-0.80513596534729,4.946357250213623,4.944320201873779,-0.31053853034973145,-0.28630292415618896,0.24554170668125153,0.3925037980079651,4.867199420928955,5.023397922515869,-0.34125903248786926,0.3871006667613983,0.2062295824289322,-0.7447882294654846
31,exit,97731.08,"timestamp      2025-01-05 18:00:00
open                      97731.09
high                      97927.98
low                       97577.46
close                     97918.91
volume                   301.29033
symbol                     BTCUSDT
sma_14                    4.941519
ema_14                    4.941964
macd                     -0.332643
macd_signal               -0.31482
std_14                    0.155166
atr_14                    0.488063
bb_upper                  4.859255
bb_lower                  5.021782
rsi_14                   -0.653763
stoch_k                   0.054248
stoch_d                  -0.051594
roc_14                   -0.592985
Name: 30, dtype: object",-0.3851097400802246,10047.869496102889,close_short_manual,0,4.967533,4.962506,0.09897932,0.1554671,-0.22689135,0.17594482,4.8713126,5.0622263,-0.15958647,-1.7019904,-0.48776072,-0.80134016,4.964756011962891,4.957007884979248,-0.09370618313550949,0.10460414737462997,0.04863019660115242,0.1345769613981247,4.878316402435303,5.049320220947266,-0.727960467338562,-1.9830917119979858,-1.482433557510376,-0.5457684993743896,4.960101127624512,4.953103542327881,-0.21534505486488342,0.03809090703725815,0.09034479409456253,0.015185866504907608,4.875217437744141,5.043058395385742,-1.4251052141189575,-1.5690052509307861,-1.9113706350326538,-0.3332515060901642,4.956206798553467,4.948752403259277,-0.3404875695705414,-0.041686367243528366,0.21872758865356445,-0.06756440550088882,4.875926971435547,5.034399509429932,-1.2909846305847168,-1.8534702062606812,-1.966477632522583,-0.4188251197338104,4.952709674835205,4.946276664733887,-0.3919871747493744,-0.11644110828638077,0.223223477602005,-0.006182188633829355,4.872650623321533,5.030677318572998,-1.115034580230713,-1.1950470209121704,-1.6797937154769897,-0.4644407629966736,4.949843406677246,4.943323612213135,-0.4548822045326233,-0.1895969659090042,0.28389641642570496,0.0166851244866848,4.871978282928467,5.025541305541992,-0.9796128869056702,-1.5287541151046753,-1.665150761604309,-0.535759687423706,4.947906970977783,4.942429542541504,-0.4440329670906067,-0.24581845104694366,0.2806222438812256,0.18148697912693024,4.869960784912109,5.023691177368164,-0.6132790446281433,-0.18761782348155975,-1.0591280460357666,-0.6421416997909546,4.947396278381348,4.943408966064453,-0.37258192896842957,-0.2756271958351135,0.2737269401550293,0.2932908236980438,4.869215488433838,5.023423671722412,-0.17055973410606384,0.3673488199710846,-0.4907418489456177,-0.80513596534729,4.946357250213623,4.944320201873779,-0.31053853034973145,-0.28630292415618896,0.24554170668125153,0.3925037980079651,4.867199420928955,5.023397922515869,-0.34125903248786926,0.3871006667613983,0.2062295824289322,-0.7447882294654846,4.9438886642456055,4.942042827606201,-0.3603019118309021,-0.305407851934433,0.25411364436149597,0.48234277963638306,4.865077495574951,5.020572662353516,-0.6859539151191711,-0.5832293629646301,0.06230951100587845,-0.5811866521835327
31,exit,97731.08,"timestamp      2025-01-05 18:00:00
open                      97731.09
high                      97927.98
low                       97577.46
close                     97918.91
volume                   301.29033
symbol                     BTCUSDT
sma_14                    4.941519
ema_14                    4.941964
macd                     -0.332643
macd_signal               -0.31482
std_14                    0.155166
atr_14                    0.488063
bb_upper                  4.859255
bb_lower                  5.021782
rsi_14                   -0.653763
stoch_k                   0.054248
stoch_d                  -0.051594
roc_14                   -0.592985
Name: 30, dtype: object",0.0,10047.869496102889,close_short_manual,0,4.9438887,4.942043,-0.3603019,-0.30540785,0.25411364,0.48234278,4.8650775,5.0205727,-0.6859539,-0.58322936,0.06230951,-0.58118665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,entry,98759.43,,,10071.98434751445,open_long,0,4.9473963,4.943409,-0.37258193,-0.2756272,0.27372694,0.29329082,4.8692155,5.0234237,-0.17055973,0.36734882,-0.49074185,-0.80513597,4.946357250213623,4.944320201873779,-0.31053853034973145,-0.28630292415618896,0.24554170668125153,0.3925037980079651,4.867199420928955,5.023397922515869,-0.34125903248786926,0.3871006667613983,0.2062295824289322,-0.7447882294654846,4.9438886642456055,4.942042827606201,-0.3603019118309021,-0.305407851934433,0.25411364436149597,0.48234277963638306,4.865077495574951,5.020572662353516,-0.6859539151191711,-0.5832293629646301,0.06230951100587845,-0.5811866521835327,4.941519260406494,4.9419636726379395,-0.3326433300971985,-0.3148201107978821,0.15516608953475952,0.4880632758140564,4.859255313873291,5.021782398223877,-0.6537625789642334,0.054247647523880005,-0.051593996584415436,-0.592985212802887,4.940010070800781,4.943516254425049,-0.25370487570762634,-0.3055919408798218,0.04799458757042885,0.4949008822441101,4.853987216949463,5.024167537689209,-0.3959517478942871,0.5766364336013794,0.01735747419297695,-0.6912336349487305,4.939060688018799,4.946839332580566,-0.12366826832294464,-0.2706037759780884,-0.06749001145362854,0.6618642807006836,4.848975658416748,5.027426242828369,-0.24669796228408813,0.8015058636665344,0.5211122035980225,-0.7552621960639954,4.940290927886963,4.95194673538208,0.05318799242377281,-0.2050681859254837,0.08480235934257507,0.701823890209198,4.855563163757324,5.023106575012207,0.26660481095314026,1.4280338287353516,1.0208837985992432,-0.7229475975036621,4.944797992706299,4.958377361297607,0.257315993309021,-0.10930509120225906,0.400617778301239,0.6692332029342651,4.871145248413086,5.016138076782227,1.1322859525680542,1.806962013244629,1.4684655666351318,-0.3462282121181488,4.948641300201416,4.960605621337891,0.30320438742637634,-0.022952906787395477,0.40806347131729126,0.7453023195266724,4.875183582305908,5.019775867462158,0.9108235239982605,0.7369171380996704,1.444968819618225,-0.4214267134666443,4.951233386993408,4.961060523986816,0.28651344776153564,0.042585499584674835,0.3779820203781128,0.8930628895759583,4.876667022705078,5.0235137939453125,0.5913248062133789,0.3638685643672943,1.0578346252441406,-0.5656818151473999
43,exit,98759.43,"timestamp      2025-01-06 06:00:00
open                       99600.0
high                      99763.99
low                       99382.31
close                     99512.21
volume                   803.84933
symbol                     BTCUSDT
sma_14                    4.995374
ema_14                     5.00884
macd                      1.443555
macd_signal               0.846966
std_14                    1.547867
atr_14                    1.182256
bb_upper                  4.961346
bb_lower                  5.025622
rsi_14                    1.383155
stoch_k                   1.290582
stoch_d                    1.67456
roc_14                    0.050886
Name: 42, dtype: object",1.5223069387648138,10073.506654453215,close_long_manual,0,4.9390607,4.9468393,-0.12366827,-0.27060378,-0.06749001,0.6618643,4.8489757,5.0274262,-0.24669796,0.80150586,0.5211122,-0.7552622,4.940290927886963,4.95194673538208,0.05318799242377281,-0.2050681859254837,0.08480235934257507,0.701823890209198,4.855563163757324,5.023106575012207,0.26660481095314026,1.4280338287353516,1.0208837985992432,-0.7229475975036621,4.944797992706299,4.958377361297607,0.257315993309021,-0.10930509120225906,0.400617778301239,0.6692332029342651,4.871145248413086,5.016138076782227,1.1322859525680542,1.806962013244629,1.4684655666351318,-0.3462282121181488,4.948641300201416,4.960605621337891,0.30320438742637634,-0.022952906787395477,0.40806347131729126,0.7453023195266724,4.875183582305908,5.019775867462158,0.9108235239982605,0.7369171380996704,1.444968819618225,-0.4214267134666443,4.951233386993408,4.961060523986816,0.28651344776153564,0.042585499584674835,0.3779820203781128,0.8930628895759583,4.876667022705078,5.0235137939453125,0.5913248062133789,0.3638685643672943,1.0578346252441406,-0.5656818151473999,4.957273006439209,4.966923713684082,0.45118099451065063,0.12997372448444366,0.49057912826538086,1.1438791751861572,4.886576175689697,5.025538444519043,1.181734561920166,1.7456620931625366,1.0355342626571655,-0.1687481701374054,4.962920665740967,4.972569465637207,0.5935081243515015,0.2300991415977478,0.6021153926849365,1.251378059387207,4.896063327789307,5.027204513549805,1.1332190036773682,0.9421369433403015,1.1101914644241333,-0.21462108194828033,4.9702019691467285,4.979703903198242,0.7722787857055664,0.34815093874931335,0.7195311188697815,1.3014721870422363,4.907362461090088,5.030316352844238,1.3943114280700684,1.3717350959777832,1.4768446683883667,-0.026302184909582138,4.978906154632568,4.990209102630615,1.0465458631515503,0.5008168816566467,1.067828893661499,1.2188748121261597,4.928214073181152,5.026429176330566,1.5306061506271362,1.8710538148880005,1.5224610567092896,0.1356818825006485,4.987393856048584,5.000664234161377,1.2940161228179932,0.6754854917526245,1.3945033550262451,1.1870009899139404,4.948090076446533,5.02311372756958,1.5113799571990967,1.4413831233978271,1.7040826082229614,0.10913518071174622
43,exit,98759.43,"timestamp      2025-01-06 06:00:00
open                       99600.0
high                      99763.99
low                       99382.31
close                     99512.21
volume                   803.84933
symbol                     BTCUSDT
sma_14                    4.995374
ema_14                     5.00884
macd                      1.443555
macd_signal               0.846966
std_14                    1.547867
atr_14                    1.182256
bb_upper                  4.961346
bb_lower                  5.025622
rsi_14                    1.383155
stoch_k                   1.290582
stoch_d                    1.67456
roc_14                    0.050886
Name: 42, dtype: object",0.0,10073.506654453215,close_long_manual,0,4.987394,5.000664,1.2940161,0.6754855,1.3945034,1.187001,4.94809,5.0231137,1.51138,1.4413831,1.7040826,0.10913518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,entry,99318.7,,,10073.506654453215,open_long,0,4.940291,4.9519467,0.053187992,-0.20506819,0.08480236,0.7018239,4.855563,5.0231066,0.2666048,1.4280338,1.0208838,-0.7229476,4.944797992706299,4.958377361297607,0.257315993309021,-0.10930509120225906,0.400617778301239,0.6692332029342651,4.871145248413086,5.016138076782227,1.1322859525680542,1.806962013244629,1.4684655666351318,-0.3462282121181488,4.948641300201416,4.960605621337891,0.30320438742637634,-0.022952906787395477,0.40806347131729126,0.7453023195266724,4.875183582305908,5.019775867462158,0.9108235239982605,0.7369171380996704,1.444968819618225,-0.4214267134666443,4.951233386993408,4.961060523986816,0.28651344776153564,0.042585499584674835,0.3779820203781128,0.8930628895759583,4.876667022705078,5.0235137939453125,0.5913248062133789,0.3638685643672943,1.0578346252441406,-0.5656818151473999,4.957273006439209,4.966923713684082,0.45118099451065063,0.12997372448444366,0.49057912826538086,1.1438791751861572,4.886576175689697,5.025538444519043,1.181734561920166,1.7456620931625366,1.0355342626571655,-0.1687481701374054,4.962920665740967,4.972569465637207,0.5935081243515015,0.2300991415977478,0.6021153926849365,1.251378059387207,4.896063327789307,5.027204513549805,1.1332190036773682,0.9421369433403015,1.1101914644241333,-0.21462108194828033,4.9702019691467285,4.979703903198242,0.7722787857055664,0.34815093874931335,0.7195311188697815,1.3014721870422363,4.907362461090088,5.030316352844238,1.3943114280700684,1.3717350959777832,1.4768446683883667,-0.026302184909582138,4.978906154632568,4.990209102630615,1.0465458631515503,0.5008168816566467,1.067828893661499,1.2188748121261597,4.928214073181152,5.026429176330566,1.5306061506271362,1.8710538148880005,1.5224610567092896,0.1356818825006485,4.987393856048584,5.000664234161377,1.2940161228179932,0.6754854917526245,1.3945033550262451,1.1870009899139404,4.948090076446533,5.02311372756958,1.5113799571990967,1.4413831233978271,1.7040826082229614,0.10913518071174622,4.9953742027282715,5.008840084075928,1.443555474281311,0.8469662666320801,1.547866940498352,1.182255744934082,4.961345672607422,5.0256218910217285,1.3831554651260376,1.2905818223953247,1.6745597124099731,0.05088600143790245
